Other	The outer <e1> segment </e1> is comprised of a <e2> membrane </e2> which is folded into several layers of disks .
Other	Coast <e1> guard </e1> participates in Veterans Day observance <e2> ceremony </e2> in Juneau .
Other	In the open air of the Sanz hotel , amid the music of the fountain and the <e1> glint </e1> of the <e2> goldfish </e2> , I almost forgot my nationality and imagined myself a great Spanish grandee , residing in an ancient Spanish mansion , and , no doubt , unconsciously adopted something of the stately walk and conversation suited to the part .
Other	In the run-up to this match , a new <e1> war </e1> of words has erupted on the <e2> internet </e2> in yet another twist to the long-simmering saga .
Other	<e1> Suspects </e1> were brought into <e2> custody </e2> for questions .
Other	All 18 of the <e1> men </e1> assist that <e2> season </e2> .
Other	The <e1> findings </e1> have been published in a special <e2> section </e2> of the academic journal Archives of Sexual Behavior .
Other	The author examines some <e1> issues </e1> connected to religious <e2> freedom </e2> .
Instrument-Agency(e2,e1)	During a dribble the <e1> dribbler </e1> keeps the <e2> ball </e2> on the side of his body that is away from the defender .
Instrument-Agency(e2,e1)	The <e1> motor </e1> turns the panel with the help of the mechanical transmission <e2> system </e2> .
Instrument-Agency(e2,e1)	After the <e1> doctor </e1> performs a Caesarian with a <e2> jackknife </e2> and fishing leaders , and the infant is delivered , he examines the husband .
Instrument-Agency(e2,e1)	More recently , starter <e1> manufacturers </e1> have attached the flange with a number of <e2> capscrews </e2> to the main housing thus allowing a finite number of position .
Instrument-Agency(e2,e1)	Bernie the <e1> barber </e1> downed his <e2> scissors </e2> , leaving the final triangle of hair uncut .
Instrument-Agency(e2,e1)	The <e1> servant </e1> who carves removes the fat with a <e2> spoon </e2> .
Instrument-Agency(e2,e1)	Guinea <e1> unions </e1> threaten junta with <e2> walkout </e2> .
Instrument-Agency(e2,e1)	The young <e1> man </e1> watched the snow through the <e2> window </e2> , and he wanted to stay in that cafe forever .
Cause-Effect(e2,e1)	Learning about the dynamics of addiction starts from repairing the <e1> damage </e1> that has been caused by the <e2> addiction </e2> .
Cause-Effect(e2,e1)	The team prepared GIS precipitation and contour maps of the area -LRB- approximately 777 square miles -RRB- depicting the landforms and identifying the <e1> flooding </e1> and landslides caused by the <e2> rainfall </e2> .
Cause-Effect(e2,e1)	Each year , many infants and toddlers die due to <e1> suffocation </e1> from <e2> breathing </e2> small objects into their breathing passages and lungs .
Cause-Effect(e2,e1)	The <e1> reaction </e1> from the international <e2> press </e2> , which I am sure you here in Tokyo have noticed , has been very wide and detailed .
Cause-Effect(e2,e1)	Initiated during the early 1990 's National Mineral Resource Assessment , this project received a major <e1> boost </e1> from <e2> funding </e2> provided through the ` Data-at-Risk ' add-on funding received by the USGS through the 2004 fiscal year .
Cause-Effect(e2,e1)	Both ships caught <e1> fire </e1> after the <e2> collision </e2> but the blazes were brought under control .
Cause-Effect(e2,e1)	A city nightclub has had an ambitious expansion plan blocked over concerns about unruly <e1> behaviour </e1> from drunken <e2> revellers </e2> .
Cause-Effect(e2,e1)	There is a rise in erratic <e1> behaviour </e1> from substance <e2> abuse </e2> and frustration caused by long waits for hospital treatment .
Entity-Destination(e1,e2)	They placed the <e1> rats </e1> in a <e2> chamber </e2> which would give their feet an electrical shock .
Entity-Destination(e1,e2)	Those <e1> aliens </e1> travel to the deep <e2> space </e2> in seconds .
Entity-Destination(e1,e2)	The Italian donated <e1> equipment </e1> to the <e2> charity </e2> .
Entity-Destination(e1,e2)	She threw her <e1> passion </e1> into this <e2> painting </e2> .
Entity-Destination(e1,e2)	You have fetched character <e1> data </e1> into a standard result <e2> set </e2> .
Entity-Destination(e1,e2)	The whole <e1> company </e1> migrated into the <e2> country side </e2> .
